flight.identification.id,flight.identification.row,flight.identification.number.default,flight.identification.number.alternative,flight.identification.callsign,flight.identification.codeshare,flight.status.live,flight.status.text,flight.status.icon,flight.status.estimated,flight.status.ambiguous,flight.status.generic.status.text,flight.status.generic.status.type,flight.status.generic.status.color,flight.status.generic.status.diverted,flight.status.generic.eventTime.utc,flight.status.generic.eventTime.local,flight.aircraft.model.code,flight.aircraft.model.text,flight.aircraft.registration,flight.aircraft.country.id,flight.aircraft.country.name,flight.aircraft.country.alpha2,flight.aircraft.country.alpha3,flight.aircraft.hex,flight.aircraft.restricted,flight.aircraft.serialNo,flight.aircraft.age.availability,flight.aircraft.availability.serialNo,flight.aircraft.availability.age,flight.owner.name,flight.owner.code.iata,flight.owner.code.icao,flight.owner.logo,flight.airline.name,flight.airline.code.iata,flight.airline.code.icao,flight.airline.short,flight.airport.origin.timezone.name,flight.airport.origin.timezone.offset,flight.airport.origin.timezone.abbr,flight.airport.origin.timezone.abbrName,flight.airport.origin.timezone.isDst,flight.airport.origin.info.terminal,flight.airport.origin.info.baggage,flight.airport.origin.info.gate,flight.airport.destination.code.iata,flight.airport.destination.code.icao,flight.airport.destination.timezone.name,flight.airport.destination.timezone.offset,flight.airport.destination.timezone.abbr,flight.airport.destination.timezone.abbrName,flight.airport.destination.timezone.isDst,flight.airport.destination.info.terminal,flight.airport.destination.info.baggage,flight.airport.destination.info.gate,flight.airport.destination.name,flight.airport.destination.position.latitude,flight.airport.destination.position.longitude,flight.airport.destination.position.country.name,flight.airport.destination.position.country.code,flight.airport.destination.position.country.id,flight.airport.destination.position.region.city,flight.airport.destination.visible,flight.airport.real,flight.time.scheduled.departure,flight.time.scheduled.arrival,flight.time.real.departure,flight.time.real.arrival,flight.time.estimated.departure,flight.time.estimated.arrival,flight.time.other.eta,flight.time.other.duration,flight.aircraft.images,flight.owner,flight.airline
,5432714816,X98529,4X8529,NVD8529,,False,Estimated dep 15:10,green,,False,estimated,departure,green,,1699276200.0,1699283400.0,A320,Airbus A320-232,9H-MLY,136.0,Malta,MT,MLT,4D2476,False,,True,True,True,Avion Express Malta,4X,MLH,,Avion Express,X9,NVD,Avion Express,Europe/Vilnius,7200,EET,Eastern European Time,False,,,,AYT,LTAI,Europe/Istanbul,10800,+03,,False,2,,,Antalya Airport,36.898731,30.800461,Turkey,TR,228,Antalya,True,,1699275600,1699287900,,,1699276200.0,,,,,,
,5432633483,LH887,,,"['A31495', 'NH6124', 'UA9584']",False,Estimated dep 15:10,green,,False,estimated,departure,green,,1699276200.0,1699283400.0,A321,Airbus A321-231,D-AIDA,83.0,Germany,DE,DEU,3C6481,False,,True,True,True,Lufthansa,LH,DLH,s3:LH_DLH.png,Lufthansa,LH,DLH,Lufthansa,Europe/Vilnius,7200,EET,Eastern European Time,False,,,A15,FRA,EDDF,Europe/Berlin,3600,CET,Central European Time,False,1,,,Frankfurt Airport,50.037796,8.555783,Germany,DE,83,Frankfurt,True,,1699276200,1699284300,,,1699276200.0,,,,,,
,5435394393,,,GJT7JR,,False,Estimated dep 15:20,green,,False,estimated,departure,green,,1699276800.0,1699284000.0,B738,Boeing 737-83N,LY-KUA,127.0,Lithuania,LT,LTU,503E98,False,,True,True,True,Getjet Airlines,GW,GJT,s3:GW_GJT.png,GetJet Airlines,GW,GJT,Getjet Airlines,Europe/Vilnius,7200,EET,Eastern European Time,False,,,,AYT,LTAI,Europe/Istanbul,10800,+03,,False,,,,Antalya Airport,36.898731,30.800461,Turkey,TR,228,Antalya,True,,1699276200,1699287960,,,1699276800.0,,,,,,
,5432554624,BT346,,BTI34P,,False,Estimated dep 15:30,green,,False,estimated,departure,green,,1699277400.0,1699284600.0,BCS3,Airbus A220-300,YL-ABF,121.0,Latvia,LV,LVA,502D47,False,,True,True,True,Air Baltic,BT,BTI,s3:BT_BTI.png,Air Baltic,BT,BTI,Air Baltic,Europe/Vilnius,7200,EET,Eastern European Time,False,,,A8,RIX,EVRA,Europe/Riga,7200,EET,Eastern European Time,False,,,,Riga International Airport,56.923611,23.971109,Latvia,LV,121,Riga,True,,1699276800,1699279800,,,1699277400.0,,,,,,
,5432554781,BT965,,BTI3FL,['AF7987'],False,Estimated dep 15:20,green,,False,estimated,departure,green,,1699276800.0,1699284000.0,BCS3,Airbus A220-300,YL-CSH,121.0,Latvia,LV,LVA,502CD7,False,,True,True,True,Air Baltic,BT,BTI,s3:BT_BTI.png,Air Baltic,BT,BTI,Air Baltic,Europe/Vilnius,7200,EET,Eastern European Time,False,,,A16,CDG,LFPG,Europe/Paris,3600,CET,Central European Time,False,2B,,,Paris Charles de Gaulle Airport,49.012516,2.555752,France,FR,76,Paris,True,,1699276800,1699287300,,,1699276800.0,,,,,,
,5432669771,SK1743,EE1743,SAS33A,['FI7521'],False,Estimated dep 15:45,green,,False,estimated,departure,green,,1699278300.0,1699285500.0,CRJ9,Mitsubishi CRJ-900ER,ES-ACB,70.0,Estonia,EE,EST,511064,False,,True,True,True,Xfly,EE,EST,s3:EE_EST.png,SAS,SK,SAS,SAS,Europe/Vilnius,7200,EET,Eastern European Time,False,,,A5,CPH,EKCH,Europe/Copenhagen,3600,CET,Central European Time,False,3,,B3A,Copenhagen Airport,55.616959,12.645637,Denmark,DK,61,Copenhagen,True,,1699278300,1699283700,,,1699278300.0,,,,,,
,5432713610,W68045,,,,False,Estimated dep 16:35,green,,False,estimated,departure,green,,1699281300.0,1699288500.0,320,,,,,,,,,,,,,,,,,Wizz Air,W6,WZZ,Wizz Air,Europe/Vilnius,7200,EET,Eastern European Time,False,,,B10,KUT,UGKO,Asia/Tbilisi,14400,+04,,False,,,,Kutaisi International Airport,42.169998,42.48,Georgia,GE,82,Kutaisi,True,,1699281300,1699295400,,,1699281300.0,,,,,,
,5432637233,LO273,,,,False,Estimated dep 17:00,green,,False,estimated,departure,green,,1699282800.0,1699290000.0,E90,,,,,,,,,,,,,,,,,LOT,LO,LOT,LOT,Europe/Vilnius,7200,EET,Eastern European Time,False,,,B9,LCY,EGLC,Europe/London,0,GMT,Greenwich Mean Time,False,,,,London City Airport,51.505268,0.055278,United Kingdom,GB,235,London,True,,1699282800,1699293600,,,1699282800.0,,,,,,
,5432554772,BT925,,BTI9WL,"['KM2229', 'LH4451']",False,Estimated dep 17:20,green,,False,estimated,departure,green,,1699284000.0,1699291200.0,BCS3,Airbus A220-300,YL-CSB,121.0,Latvia,LV,LVA,502CC7,False,,True,True,True,Air Baltic,BT,BTI,s3:BT_BTI.png,Air Baltic,BT,BTI,Air Baltic,Europe/Vilnius,7200,EET,Eastern European Time,False,,,A15,MUC,EDDM,Europe/Berlin,3600,CET,Central European Time,False,2,,K21,Munich Airport,48.353779,11.78608,Germany,DE,83,Munich,True,,1699283400,1699290900,,,1699284000.0,,,,,,
,5432669315,SK739,EE739,SAS739,,False,Estimated dep 18:00,green,,False,estimated,departure,green,,1699286400.0,1699293600.0,CRJ9,Mitsubishi CRJ-900LR,ES-ACJ,70.0,Estonia,EE,EST,5110E1,False,,True,True,True,Xfly,EE,EST,s3:EE_EST.png,SAS,SK,SAS,SAS,Europe/Vilnius,7200,EET,Eastern European Time,False,,,A5,ARN,ESSA,Europe/Stockholm,3600,CET,Central European Time,False,5,5,,Stockholm Arlanda Airport,59.653545,17.939816,Sweden,SE,215,Stockholm,True,,1699286400,1699291500,,,1699286400.0,,,,,,
,5432547379,AY1106,N71106,,,False,Estimated dep 18:40,green,,False,estimated,departure,green,,1699288800.0,1699296000.0,AT75,ATR 72-500,OH-ATM,75.0,Finland,FI,FIN,4601FA,False,,True,True,True,NORRA,N7,FCM,s3:FC_FCM.png,Finnair,AY,FIN,Finnair,Europe/Vilnius,7200,EET,Eastern European Time,False,,,A16,HEL,EFHK,Europe/Helsinki,7200,EET,Eastern European Time,False,2,8,,Helsinki Vantaa Airport,60.325657,24.968779,Finland,FI,75,Helsinki,True,,1699288800,1699295100,,,1699288800.0,,,,,,
,5432596049,FR7655,RR7655,,,False,Estimated dep 18:45,green,,False,estimated,departure,green,,1699289100.0,1699296300.0,73H,,,,,,,,,,,,,,,,,Ryanair,FR,RYR,Ryanair,Europe/Vilnius,7200,EET,Eastern European Time,False,,,A17,EIN,EHEH,Europe/Amsterdam,3600,CET,Central European Time,False,,,,Eindhoven Airport,51.45013,5.374528,Netherlands,NL,155,Eindhoven,True,,1699289100,1699297800,,,1699289100.0,,,,,,
,5432594200,FR1835,RR1835,,,False,Estimated dep 19:10,green,,False,estimated,departure,green,,1699290600.0,1699297800.0,73H,,,,,,,,,,,,,,,,,Ryanair,FR,RYR,Ryanair,Europe/Vilnius,7200,EET,Eastern European Time,False,,,A4,BRE,EDDW,Europe/Berlin,3600,CET,Central European Time,False,2,,,Bremen Airport,53.047501,8.786667,Germany,DE,83,Bremen,True,,1699290600,1699298100,,,1699290600.0,,,,,,
,5432637506,LO776,,,['LY9730'],False,Estimated dep 19:10,green,,False,estimated,departure,green,,1699290600.0,1699297800.0,E95,,,,,,,,,,,,,,,,,LOT,LO,LOT,LOT,Europe/Vilnius,7200,EET,Eastern European Time,False,,,A8,WAW,EPWA,Europe/Warsaw,3600,CET,Central European Time,False,,,,Warsaw Chopin Airport,52.165749,20.967119,Poland,PL,176,Warsaw,True,,1699290600,1699294800,,,1699290600.0,,,,,,
,5432713620,W68051,,,,False,Estimated dep 19:40,green,,False,estimated,departure,green,,1699292400.0,1699299600.0,320,,,,,,,,,,,,,,,,,Wizz Air,W6,WZZ,Wizz Air,Europe/Vilnius,7200,EET,Eastern European Time,False,,,A17,MXP,LIMC,Europe/Rome,3600,CET,Central European Time,False,1,,A,Milan Malpensa Airport,45.6306,8.728111,Italy,IT,109,Milan,True,,1699292400,1699302300,,,1699292400.0,,,,,,
,5432676150,TK1410,,,,False,Estimated dep 20:00,green,,False,estimated,departure,green,,1699293600.0,1699300800.0,7M9,,,,,,,,,,,,,,,,,Turkish Airlines,TK,THY,Turkish Airlines,Europe/Vilnius,7200,EET,Eastern European Time,False,,,B14,IST,LTFM,Europe/Istanbul,10800,+03,,False,,,,Istanbul Airport,41.267052,28.729757,Turkey,TR,228,Istanbul,True,,1699293600,1699304700,,,1699293600.0,,,,,,
,5432547381,AY1108,N71108,,,False,Estimated dep 21:15,green,,False,estimated,departure,green,,1699298100.0,1699305300.0,AT75,ATR 72-500,OH-ATJ,75.0,Finland,FI,FIN,4601F7,False,,True,True,True,NORRA,N7,FCM,s3:FC_FCM.png,Finnair,AY,FIN,Finnair,Europe/Vilnius,7200,EET,Eastern European Time,False,,,A5,HEL,EFHK,Europe/Helsinki,7200,EET,Eastern European Time,False,2,11,,Helsinki Vantaa Airport,60.325657,24.968779,Finland,FI,75,Helsinki,True,,1699298100,1699304700,,,1699298100.0,,,,,,
,5432554609,BT348,,,['EK3504'],False,Estimated dep 21:20,green,,False,estimated,departure,green,,1699298400.0,1699305600.0,223,,,,,,,,,,,,,,,,,Air Baltic,BT,BTI,Air Baltic,Europe/Vilnius,7200,EET,Eastern European Time,False,,,A15,RIX,EVRA,Europe/Riga,7200,EET,Eastern European Time,False,,,,Riga International Airport,56.923611,23.971109,Latvia,LV,121,Riga,True,,1699298400,1699301400,,,1699298400.0,,,,,,
,5432594835,FR3467,,,,False,Estimated dep 21:25,green,,False,estimated,departure,green,,1699298700.0,1699305900.0,7M8,,,,,,,,,,,,,,,,,Ryanair,FR,RYR,Ryanair,Europe/Vilnius,7200,EET,Eastern European Time,False,,,B10,LTN,EGGW,Europe/London,0,GMT,Greenwich Mean Time,False,,,,London Luton Airport,51.874722,-0.36833,United Kingdom,GB,235,London,True,,1699298700,1699309200,,,1699298700.0,,,,,,
,5432595956,FR7140,,,,False,Estimated dep 21:35,green,,False,estimated,departure,green,,1699299300.0,1699306500.0,73H,,,,,,,,,,,,,,,,,Ryanair,FR,RYR,Ryanair,Europe/Vilnius,7200,EET,Eastern European Time,False,,,B11,DUB,EIDW,Europe/Dublin,0,GMT,Greenwich Mean Time,False,1,,VCC2,Dublin Airport,53.421379,-6.27,Ireland,IE,106,Dublin,True,,1699299300,1699311600,,,1699299300.0,,,,,,
,5433022902,U58931,,,,False,Estimated dep 03:30,green,,False,estimated,departure,green,,1699320600.0,1699327800.0,738,,,,,,,,,,,,,,,,,SkyUp Europe,U5,SEU,SkyUp Europe,Europe/Vilnius,7200,EET,Eastern European Time,False,,,12,HRG,HEGN,Africa/Cairo,7200,EET,Eastern European Time,False,,,,Hurghada International Airport,27.17831,33.799431,Egypt,EG,66,Hurghada,True,,1699320600,1699337700,,,1699320600.0,,,,,,
,5432884483,BT350,,,['AF7989'],False,Scheduled,,,False,scheduled,departure,gray,,,,223,,,,,,,,,,,,,,,,,Air Baltic,BT,BTI,Air Baltic,Europe/Vilnius,7200,EET,Eastern European Time,False,,,,RIX,EVRA,Europe/Riga,7200,EET,Eastern European Time,False,,,,Riga International Airport,56.923611,23.971109,Latvia,LV,121,Riga,True,,1699327800,1699330800,,,,,,,,,
,5433285717,X98523,,,,False,Scheduled,,,False,scheduled,departure,gray,,,,320,,,,,,,,,,,,,,,,,Avion Express,X9,NVD,Avion Express,Europe/Vilnius,7200,EET,Eastern European Time,False,,,,AYT,LTAI,Europe/Istanbul,10800,+03,,False,2,,,Antalya Airport,36.898731,30.800461,Turkey,TR,228,Antalya,True,,1699328100,1699340400,,,,,,,,,
,5432922029,FR1787,RR1787,,,False,Scheduled,,,False,scheduled,departure,gray,,,,73H,,,,,,,,,,,,,,,,,Ryanair,FR,RYR,Ryanair,Europe/Vilnius,7200,EET,Eastern European Time,False,,,,BCN,LEBL,Europe/Madrid,3600,CET,Central European Time,False,2,,,Barcelona El Prat Airport,41.29707,2.078463,Spain,ES,209,Barcelona,True,,1699328700,1699341600,,,,,,,,,
,5433038130,W68051,,,,False,Scheduled,,,False,scheduled,departure,gray,,,,320,,,,,,,,,,,,,,,,,Wizz Air,W6,WZZ,Wizz Air,Europe/Vilnius,7200,EET,Eastern European Time,False,,,,MXP,LIMC,Europe/Rome,3600,CET,Central European Time,False,1,,,Milan Malpensa Airport,45.6306,8.728111,Italy,IT,109,Milan,True,,1699329600,1699339500,,,,,,,,,
,5433039173,X98701,,,,False,Scheduled,,,False,scheduled,departure,gray,,,,320,,,,,,,,,,,,,,,,,Avion Express,X9,NVD,Avion Express,Europe/Vilnius,7200,EET,Eastern European Time,False,,,,HRG,HEGN,Africa/Cairo,7200,EET,Eastern European Time,False,1,,,Hurghada International Airport,27.17831,33.799431,Egypt,EG,66,Hurghada,True,,1699329600,1699346700,,,,,,,,,
,5432963194,LO774,,,,False,Scheduled,,,False,scheduled,departure,gray,,,,E95,,,,,,,,,,,,,,,,,LOT,LO,LOT,LOT,Europe/Vilnius,7200,EET,Eastern European Time,False,,,,WAW,EPWA,Europe/Warsaw,3600,CET,Central European Time,False,,,,Warsaw Chopin Airport,52.165749,20.967119,Poland,PL,176,Warsaw,True,,1699330800,1699334700,,,,,,,,,
,5432995743,SK743,EE743,,"['LG1846', 'OU5699', 'SQ2743']",False,Scheduled,,,False,scheduled,departure,gray,,,,CR9,,,,,,,,,,,,,,,,,SAS,SK,SAS,SAS,Europe/Vilnius,7200,EET,Eastern European Time,False,,,,CPH,EKCH,Europe/Copenhagen,3600,CET,Central European Time,False,3,,,Copenhagen Airport,55.616959,12.645637,Denmark,DK,61,Copenhagen,True,,1699331100,1699336800,,,,,,,,,
,5433038133,W68081,,,,False,Scheduled,,,False,scheduled,departure,gray,,,,320,,,,,,,,,,,,,,,,,Wizz Air,W6,WZZ,Wizz Air,Europe/Vilnius,7200,EET,Eastern European Time,False,,,,FCO,LIRF,Europe/Rome,3600,CET,Central European Time,False,1,,,Rome Leonardo da Vinci Fiumicino Airport,41.80447,12.25079,Italy,IT,109,Rome,True,,1699332000,1699342200,,,,,,,,,
,5432959533,LH889,,,"['A31493', 'AC9506', 'EY4174', 'NH6123', 'SN7084', 'UA9119']",False,Scheduled,,,False,scheduled,departure,gray,,,,321,,,,,,,,,,,,,,,,,Lufthansa,LH,DLH,Lufthansa,Europe/Vilnius,7200,EET,Eastern European Time,False,,,A15,FRA,EDDF,Europe/Berlin,3600,CET,Central European Time,False,1,,,Frankfurt Airport,50.037796,8.555783,Germany,DE,83,Frankfurt,True,,1699332300,1699340400,,,,,,,,,
,5432884605,BT983,,,,False,Scheduled,,,False,scheduled,departure,gray,,,,223,,,,,,,,,,,,,,,,,Air Baltic,BT,BTI,Air Baltic,Europe/Vilnius,7200,EET,Eastern European Time,False,,,,TFS,GCTS,Atlantic/Canary,0,WET,Western European Time,False,,,,Tenerife South Airport,28.04447,-16.572399,Spain,ES,209,Tenerife,True,,1699332600,1699356900,,,,,,,,,
,5433038128,W68031,,,,False,Scheduled,,,False,scheduled,departure,gray,,,,320,,,,,,,,,,,,,,,,,Wizz Air,W6,WZZ,Wizz Air,Europe/Vilnius,7200,EET,Eastern European Time,False,,,,DTM,EDLW,Europe/Berlin,3600,CET,Central European Time,False,,,,Dortmund Airport,51.518311,7.612242,Germany,DE,83,Dortmund,True,,1699332900,1699341000,,,,,,,,,
,5432996182,SK1741,EE1741,,,False,Scheduled,,,False,scheduled,departure,gray,,,,CR9,,,,,,,,,,,,,,,,,SAS,SK,SAS,SAS,Europe/Vilnius,7200,EET,Eastern European Time,False,,,,ARN,ESSA,Europe/Stockholm,3600,CET,Central European Time,False,5,,,Stockholm Arlanda Airport,59.653545,17.939816,Sweden,SE,215,Stockholm,True,,1699333200,1699338600,,,,,,,,,
,5432884599,BT961,,,"['KL2844', 'RO9248', 'KM2225']",False,Scheduled,,,False,scheduled,departure,gray,,,,223,,,,,,,,,,,,,,,,,Air Baltic,BT,BTI,Air Baltic,Europe/Vilnius,7200,EET,Eastern European Time,False,,,,AMS,EHAM,Europe/Amsterdam,3600,CET,Central European Time,False,,,,Amsterdam Schiphol Airport,52.308609,4.763889,Netherlands,NL,155,Amsterdam,True,,1699336200,1699345200,,,,,,,,,
,5432884590,BT903,,,,False,Scheduled,,,False,scheduled,departure,gray,,,,223,,,,,,,,,,,,,,,,,Air Baltic,BT,BTI,Air Baltic,Europe/Vilnius,7200,EET,Eastern European Time,False,,,,TLL,EETN,Europe/Tallinn,7200,EET,Eastern European Time,False,,,,Tallinn Lennart Meri Airport ,59.413311,24.83284,Estonia,EE,70,Tallinn,True,,1699339800,1699344000,,,,,,,,,
,5432884482,BT342,,,"['AF7981', 'AZ4090', 'TP6409']",False,Scheduled,,,False,scheduled,departure,gray,,,,223,,,,,,,,,,,,,,,,,Air Baltic,BT,BTI,Air Baltic,Europe/Vilnius,7200,EET,Eastern European Time,False,,,,RIX,EVRA,Europe/Riga,7200,EET,Eastern European Time,False,,,,Riga International Airport,56.923611,23.971109,Latvia,LV,121,Riga,True,,1699340100,1699343100,,,,,,,,,
,5432963203,LO780,,,,False,Scheduled,,,False,scheduled,departure,gray,,,,E90,,,,,,,,,,,,,,,,,LOT,LO,LOT,LOT,Europe/Vilnius,7200,EET,Eastern European Time,False,,,,WAW,EPWA,Europe/Warsaw,3600,CET,Central European Time,False,,,,Warsaw Chopin Airport,52.165749,20.967119,Poland,PL,176,Warsaw,True,,1699340400,1699344300,,,,,,,,,
,5432877582,AY1102,N71102,,"['AA9028', 'BA6062', 'IB370', 'QR6199']",False,Scheduled,,,False,scheduled,departure,gray,,,,AT75,ATR 72-500,OH-ATK,75.0,Finland,FI,FIN,4601F8,False,,True,True,True,NORRA,N7,FCM,s3:FC_FCM.png,Finnair,AY,FIN,Finnair,Europe/Vilnius,7200,EET,Eastern European Time,False,,,,HEL,EFHK,Europe/Helsinki,7200,EET,Eastern European Time,False,2,10,,Helsinki Vantaa Airport,60.325657,24.968779,Finland,FI,75,Helsinki,True,,1699343400,1699349700,,,,,,,,,
,5432963200,LO778,,,"['LY9732', 'TP7088']",False,Scheduled,,,False,scheduled,departure,gray,,,,E70,,,,,,,,,,,,,,,,,LOT,LO,LOT,LOT,Europe/Vilnius,7200,EET,Eastern European Time,False,,,,WAW,EPWA,Europe/Warsaw,3600,CET,Central European Time,False,,,,Warsaw Chopin Airport,52.165749,20.967119,Poland,PL,176,Warsaw,True,,1699344300,1699348500,,,,,,,,,
,5432995749,SK745,EE745,,['FI7428'],False,Scheduled,,,False,scheduled,departure,gray,,,,CR9,,,,,,,,,,,,,,,,,SAS,SK,SAS,SAS,Europe/Vilnius,7200,EET,Eastern European Time,False,,,,CPH,EKCH,Europe/Copenhagen,3600,CET,Central European Time,False,3,,,Copenhagen Airport,55.616959,12.645637,Denmark,DK,61,Copenhagen,True,,1699348200,1699353600,,,,,,,,,
,5433002465,TK1408,,,,False,Scheduled,,,False,scheduled,departure,gray,,,,7M8,,,,,,,,,,,,,,,,,Turkish Airlines,TK,THY,Turkish Airlines,Europe/Vilnius,7200,EET,Eastern European Time,False,,,,IST,LTFM,Europe/Istanbul,10800,+03,,False,,,,Istanbul Airport,41.267052,28.729757,Turkey,TR,228,Istanbul,True,,1699351200,1699362300,,,,,,,,,
,5432914139,DY1083,D81083,,,False,Scheduled,,,False,scheduled,departure,gray,,,,73H,,,,,,,,,,,,,,,,,Norwegian,DY,NOZ,Norwegian,Europe/Vilnius,7200,EET,Eastern European Time,False,,,,OSL,ENGM,Europe/Oslo,3600,CET,Central European Time,False,,,,Oslo Gardermoen Airport,60.193909,11.10036,Norway,NO,165,Oslo,True,,1699355400,1699362000,,,,,,,,,
,5432877592,AY1104,N71104,,"['AA9001', 'JL6872', 'TK8789']",False,Scheduled,,,False,scheduled,departure,gray,,,,AT75,ATR 72-500,OH-ATG,75.0,Finland,FI,FIN,4601F4,False,,True,True,True,NORRA,N7,FCM,s3:FC_FCM.png,Finnair,AY,FIN,Finnair,Europe/Vilnius,7200,EET,Eastern European Time,False,,,,HEL,EFHK,Europe/Helsinki,7200,EET,Eastern European Time,False,2,8,,Helsinki Vantaa Airport,60.325657,24.968779,Finland,FI,75,Helsinki,True,,1699356300,1699362600,,,,,,,,,
,5433038135,W68083,,,,False,Scheduled,,,False,scheduled,departure,gray,,,,321,,,,,,,,,,,,,,,,,Wizz Air,W6,WZZ,Wizz Air,Europe/Vilnius,7200,EET,Eastern European Time,False,,,,AGP,LEMG,Europe/Madrid,3600,CET,Central European Time,False,,,,Malaga Costa Del Sol Airport,36.679596,-4.496117,Spain,ES,209,Malaga,True,,1699356600,1699373100,,,,,,,,,
,5433038127,W68021,,,,False,Scheduled,,,False,scheduled,departure,gray,,,,320,,,,,,,,,,,,,,,,,Wizz Air,W6,WZZ,Wizz Air,Europe/Vilnius,7200,EET,Eastern European Time,False,,,,BVA,LFOB,Europe/Paris,3600,CET,Central European Time,False,,,,Paris Beauvais-Tille Airport,49.454189,2.11355,France,FR,76,Paris,True,,1699356900,1699367400,,,,,,,,,
,5432963951,LX1341,,,,False,Scheduled,,,False,scheduled,departure,gray,,,,223,,,,,,,,,,,,,,,,,Swiss,LX,SWR,Swiss,Europe/Vilnius,7200,EET,Eastern European Time,False,,,,ZRH,LSZH,Europe/Zurich,3600,CET,Central European Time,False,1,,,Zurich Airport,47.464722,8.549167,Switzerland,CH,216,Zurich,True,,1699360500,1699368900,,,,,,,,,
,5432922965,FR7233,RR7233,,,False,Scheduled,,,False,scheduled,departure,gray,,,,73H,,,,,,,,,,,,,,,,,Ryanair,FR,RYR,Ryanair,Europe/Vilnius,7200,EET,Eastern European Time,False,,,,BVA,LFOB,Europe/Paris,3600,CET,Central European Time,False,,,,Paris Beauvais-Tille Airport,49.454189,2.11355,France,FR,76,Paris,True,,1699360800,1699371000,,,,,,,,,
,5432963192,LO772,,,,False,Scheduled,,,False,scheduled,departure,gray,,,,E75,,,,,,,,,,,,,,,,,LOT,LO,LOT,LOT,Europe/Vilnius,7200,EET,Eastern European Time,False,,,,WAW,EPWA,Europe/Warsaw,3600,CET,Central European Time,False,,,,Warsaw Chopin Airport,52.165749,20.967119,Poland,PL,176,Warsaw,True,,1699361100,1699365000,,,,,,,,,
,5432959531,LH887,,,"['A31495', 'NH6124', 'UA9584']",False,Scheduled,,,False,scheduled,departure,gray,,,,32A,,,,,,,,,,,,,,,,,Lufthansa,LH,DLH,Lufthansa,Europe/Vilnius,7200,EET,Eastern European Time,False,,,,FRA,EDDF,Europe/Berlin,3600,CET,Central European Time,False,1,,,Frankfurt Airport,50.037796,8.555783,Germany,DE,83,Frankfurt,True,,1699362600,1699370700,,,,,,,,,
,5432884490,BT346,,,,False,Scheduled,,,False,scheduled,departure,gray,,,,223,,,,,,,,,,,,,,,,,Air Baltic,BT,BTI,Air Baltic,Europe/Vilnius,7200,EET,Eastern European Time,False,,,,RIX,EVRA,Europe/Riga,7200,EET,Eastern European Time,False,,,,Riga International Airport,56.923611,23.971109,Latvia,LV,121,Riga,True,,1699363200,1699366200,,,,,,,,,
,5432921723,FR542,,,,False,Scheduled,,,False,scheduled,departure,gray,,,,73H,,,,,,,,,,,,,,,,,Ryanair,FR,RYR,Ryanair,Europe/Vilnius,7200,EET,Eastern European Time,False,,,,STN,EGSS,Europe/London,0,GMT,Greenwich Mean Time,False,,,,London Stansted Airport,51.884998,0.235,United Kingdom,GB,235,London,True,,1699364400,1699374900,,,,,,,,,
,5432996215,SK1743,EE1743,,['FI7521'],False,Scheduled,,,False,scheduled,departure,gray,,,,CR9,,,,,,,,,,,,,,,,,SAS,SK,SAS,SAS,Europe/Vilnius,7200,EET,Eastern European Time,False,,,,CPH,EKCH,Europe/Copenhagen,3600,CET,Central European Time,False,3,,,Copenhagen Airport,55.616959,12.645637,Denmark,DK,61,Copenhagen,True,,1699364700,1699370100,,,,,,,,,
